"kpgzCode";"kpgzName";"global_id";
"01.08.04";"ПИТАНИЕ СПОРТИВНОЕ";"638869070";
"02.05.02.04.03";"РЕМОНТ КАПИТАЛЬНЫЙ КВАРТАЛЬНЫХ ТЕПЛОВЫХ СТАНЦИЙ";"638869073";
"01.10.03.06";"ВЫКЛЮЧАТЕЛИ АВТОМАТИЧЕСКИЕ (АВТОМАТЫ), УСТРОЙСТВА ЗАЩИТНЫЕ И КОММУТАЦИИ ЭЛЕКТРИЧЕСКИЕ";"638869074";
"02.13.03.44";"РАБОТЫ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЕ И ОПЫТНО-КОНСТРУКТОРСКИЕ В СФЕРЕ ЭНЕРГЕТИКИ, ЭНЕРГОСБЕРЕЖЕНИЯ";"638869077";
"01.12.01.14";"НАРЕЗЧИКИ ШВОВ";"638869078";
"02.13.99.07";"ИССЛЕДОВАНИЯ ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЕ";"638869081";
"03.07.02.05";"ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ОТОПИТЕЛЬНОГО ОБОРУДОВАНИЯ";"638869084";
"01.15.01.02.01";"БУМАГА ЦВЕТНАЯ";"638869087";
"03.07.99.01";"ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ КОМПРЕССОРНОГО ОБОРУДОВАНИЯ";"638869088";
"01.15.03.12";"КАРТОТЕКИ";"638869091";
"01.19.03.03";"КОМПЛЕКТЫ ДЛЯ НОВОРОЖДЕННЫХ";"638869097";
"01.25.02.03.01";"ХОЛОДИЛЬНИКИ КУХОННЫЕ ПРОМЫШЛЕННЫЕ";"638869099";
"02.04.03.04";"РЕКОНСТРУКЦИЯ ОБЪЕКТОВ ГЕНЕРАЦИИ";"638869101";
"03.08.03";"УСЛУГИ ПО ОБРАЩЕНИЮ С ОТХОДАМИ";"638869103";
"01.20.03.04.04.02";"ПЕРЧАТКИ, РУКАВИЦЫ ХОЗЯЙСТВЕННЫЕ";"638869109";
"01.20.07.08";"ПРИНАДЛЕЖНОСТИ ДЛЯ УХОДА ЗА ВОЛОСАМИ";"638869111";
"01.20.07.11.06.04";"ИЗДЕЛИЯ УПАКОВОЧНЫЕ МЕТАЛЛИЧЕСКИЕ";"638869113";
"01.15.03.12.02";"КАРТОТЕКИ МЕТАЛЛИЧЕСКИЕ";"638869115";
"03.08.02.03";"УСЛУГИ ДЕЗИНСЕКЦИИ";"638869143";
"03.02.04.01";"УСЛУГИ СОЦИАЛЬНО-ПЕДАГОГИЧЕСКИЕ С ОБЕСПЕЧЕНИЕМ ПРОЖИВАНИЯ";"638869145";
"01.20.05.01.08";"СРЕДСТВА ДЛЯ БРИТЬЯ, ДЕЗОДОРАНТЫ И АНТИПЕРСПИРАНТЫ, СРЕДСТВА ДЛЯ ВАНН";"638869147";
"01.20.05.01.05";"СРЕДСТВА ДЛЯ УХОДА ЗА КОЖЕЙ";"638869149";
"01.20.03.04.01.02";"ИНВЕНТАРЬ УБОРОЧНЫЙ ПЛАСТМАССОВЫЙ";"638869151";
"01.20.05.01.07";"СРЕДСТВА ДЛЯ ГИГИЕНЫ ПОЛОСТИ РТА";"638869153";
"01.20.06.03.03";"СЕРВИЗЫ ИЗ СТЕКЛА";"638869155";
"01.02.09.01.06";"СЛАБИТЕЛЬНЫЕ,A06";"638869174";
"01.02.09.01.12";"МИНЕРАЛЬНЫЕ ДОБАВКИ,A12";"638869176";
"01.02.09.01.15";"СТИМУЛЯТОРЫ АППЕТИТА,A15";"638869180";
"01.02.09.01.16";"ДРУГИЕ ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЖКТ И НАРУШЕНИЙ ОБМЕНА ВЕЩЕСТВ,A16";"638869182";
"01.02.09.02.06";"ПРОЧИЕ ГЕМАТОЛОГИЧЕСКИЕ ПРЕПАРАТЫ,B06";"638869184";
"01.02.09.07.05";"ПРОТИВОВИРУСНЫЕ ПРЕПАРАТЫ ДЛЯ СИСТЕМНОГО ИСПОЛЬЗОВАНИЯ,J05";"638869186";
"01.02.09.03.04";"ПЕРИФЕРИЧЕСКИЕ ВАЗОДИЛАТАТОРЫ, C04";"638869187";
"01.02.09.09.04";"ПРОТИВОПОДАГРИЧЕСКИЕ ПРЕПАРАТЫ,M04";"638869190";
"01.15.04";"ПРИНАДЛЕЖНОСТИ КАНЦЕЛЯРСКИЕ ДЛЯ ПИСЬМА";"638869191";
"01.02.09.11.01";"ПРОТИВОПРОТОЗОЙНЫЕ ПРЕПАРАТЫ,P01";"638869194";
"01.15.05";"ПРИНАДЛЕЖНОСТИ И РАСХОДНЫЕ МАТЕРИАЛЫ ОФИСНЫЕ";"638869195";
"01.02.09.11.02";"ПРОТИВОГЕЛЬМИНТНЫЕ ПРЕПАРАТЫ,P02";"638869198";
"01.15.05.07";"НАБОРЫ КАНЦЕЛЯРСКИЕ";"638869200";
"01.02.09.13.02";"ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ УХА,S02";"638869201";
"01.16.03";"СТОЛЫ";"638869208";
"01.03.04";"СИСТЕМЫ УПРАВЛЕНИЯ ИНЖЕНЕРНЫМИ СИСТЕМАМИ ЗДАНИЙ И СООРУЖЕНИЙ";"638869214";
"01.03.06";"ЗАПАСНЫЕ ЧАСТИ К СИСТЕМАМ ОХРАНЫ И ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ";"638869216";
"01.16.05";"ТУМБЫ, КОМОДЫ, КОНСОЛИ";"638869220";
"01.16.06";"СТОЙКИ";"638869222";
"01.16.08";"ПОЛКИ, ЭТАЖЕРКИ";"638869224";
"01.16.25";"КУШЕТКИ";"638869226";
"01.18.04";"СЕЯНЦЫ, САЖЕНЦЫ ДЕРЕВЬЕВ И КУСТАРНИКОВ";"638869230";
"01.18.07";"СЕМЕНА ЦВЕТОВ И РАСТЕНИЙ";"638869232";
"01.19";"ОДЕЖДА (ВКЛЮЧАЯ ФОРМЕННУЮ), ОБУВЬ, ГАЛАНТЕРЕЯ, ГОЛОВНЫЕ УБОРЫ";"638869234";
"01.19.01";"ОДЕЖДА ДЛЯ ВЗРОСЛЫХ";"638869236";
"01.03.07.01";"СРЕДСТВА ТЕХНИЧЕСКИЕ ОРГАНИЗАЦИИ ДОРОЖНОГО ДВИЖЕНИЯ, КРОМЕ СВЕТОФОРОВ";"638869240";
"01.03.07.99";"СРЕДСТВА ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ ДОРОЖНОГО ДВИЖЕНИЯ ПРОЧИЕ";"638869242";
"01.04.01.01";"ИНВЕНТАРЬ ПОЖАРНЫЙ ГИДРАВЛИЧЕСКИЙ";"638869244";
"01.04.01.02";"ИНВЕНТАРЬ ПОЖАРНЫЙ КОМБИНИРОВАННЫЙ";"638869246";
"01.04.01.04";"ИНВЕНТАРЬ ПОЖАРНЫЙ МЕХАНИЧЕСКИЙ";"638869248";
"01.04.01.08.01";"ПРОТИВОГАЗЫ";"638869250";
"01.04.02.01";"ГОЛОВНЫЕ УБОРЫ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ";"638869253";
"01.05.02.03";"КОНСТРУКЦИИ МОДУЛЬНЫЕ СБОРНО-РАЗБОРНЫЕ БЫСТРОВОЗВОДИМЫЕ ЭКОЛОГИЧНЫЕ";"638869261";
"01.05.03.01";"АВТОМОБИЛИ СПЕЦТЕХНИЧЕСКИЕ ЭКОЛОГИЧЕСКОГО НАЗНАЧЕНИЯ";"638869263";
"01.06.01";"МЕБЕЛЬ УЧЕНИЧЕСКАЯ";"638869265";
"01.06.02.01.01";"ОБОРУДОВАНИЕ МОНТАЖНОЕ МУЛЬТИМЕДИЙНОЕ УЧЕБНОЕ";"638869272";
"01.06.02.02";"ОБОРУДОВАНИЕ УЧЕБНОЕ ИЗМЕРИТЕЛЬНОЕ, ЛАБОРАТОРНОЕ";"638869274";
"01.06.05";"ОБОРУДОВАНИЕ ДЛЯ УРОКОВ ТРУДА";"638869277";
"01.06.99.07";"СПЕЦИАЛИЗИРОВАННЫЕ ТОВАРЫ ДЛЯ ДЕТЕЙ С ОВЗ, ЗАКУПАЕМЫЕ В РАМКАХ ПРОЕКТА «ТЕХНОСФЕРА СОВРЕМЕННОЙ ШКОЛЫ»";"638869279";
"01.07";"ТОВАРЫ ДЛЯ УЧРЕЖДЕНИЙ КУЛЬТУРЫ И ИСКУССТВА";"638869281";
"01.07.01.05";"ШКАФЫ ДЛЯ УЧРЕЖДЕНИЙ КУЛЬТУРЫ И ИСКУССТВА";"638869283";
"01.07.03.01.02";"ИНСТРУМЕНТЫ СТРУННЫЕ ЩИПКОВЫЕ";"638869285";
"01.07.03.01.02.05";"АРФЫ";"638869287";
"01.07.03.01.03.01";"СКРИПКИ АКУСТИЧЕСКИЕ";"638869289";
"01.07.03.01.06";"ИНСТРУМЕНТЫ ЯЗЫЧКОВЫЕ С ЭЛЕКТРИЧЕСКИМ ПРИВОДОМ ДЛЯ ПОДАЧИ ВОЗДУХА";"638869291";
"01.07.03.02.01.05";"БАРИТОНЫ";"638869293";
"01.07.03.02.04.02";"САКСОФОНЫ АКУСТИЧЕСКИЕ";"638869295";
"01.07.03.03";"ИНСТРУМЕНТЫ УДАРНЫЕ";"638869297";
"01.07.03.03.02.04";"БУБНЫ";"638869299";
"01.07.03.03.03.04";"ВИБРОФОНЫ";"638869301";
"01.07.03.04";"ИНСТРУМЕНТЫ ЭЛЕКТРОМУЗЫКАЛЬНЫЕ";"638869303";
"01.07.03.04.01";"ИНСТРУМЕНТЫ ЭЛЕКТРОМУЗЫКАЛЬНЫЕ АДАПТИЗИРОВАННЫЕ СТРУННЫЕ ЩИПКОВЫЕ";"638869305";
"01.01.01.01.05";"РИС";"638869306";
"01.01.01.02.01.04";"МУКА ОВСЯНАЯ";"638869314";
"01.07.04.04.03";"СТОЙКИ СЦЕНИЧЕСКИЕ";"638869317";
"01.01.01.03";"МЮСЛИ";"638869318";
"01.07.05";"ТОВАРЫ ДЛЯ ТВОРЧЕСТВА";"638869321";
"01.01.01.06.08";"СОУСЫ НА УКСУСЕ";"638869323";
"01.07.06.01.02";"ЗАПАСНЫЕ ЧАСТИ ДЛЯ СМЫЧКОВЫХ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ";"638869324";
"01.07.06.01.99";"ПРИНАДЛЕЖНОСТИ ДЛЯ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ ПРОЧИЕ";"638869328";
"01.07.06.04";"ЗАПАСНЫЕ ЧАСТИ И ПРИНАДЛЕЖНОСТИ ДЛЯ РЕСТАВРАЦИОННОГО ОБОРУДОВАНИЯ";"638869331";
"01.07.07.99";"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ КУЛЬТУРЫ И ИСКУССТВА ПРОЧИЕ";"638869335";
"01.07.09.01.03";"АВТОДРОМЫ, ДОРОГИ И КАРТИНГИ";"638869337";
"01.07.11.04.01";"ДЕКОРАЦИИ ОБЪЕМНЫЕ";"638869339";
"01.07.11.04.05";"ДЕКОРАЦИИ КОМБИНИРОВАННЫЕ";"638869341";
"01.07.11.08";"МАТЕРИАЛЫ И ИЗДЕЛИЯ ДЛЯ УКРАШЕНИЯ СЦЕНЫ И ДРУГИХ ОБЪЕКТОВ";"638869343";
"01.07.11.99";"МАТЕРИАЛЫ И ИЗДЕЛИЯ КУЛЬТУРНОГО НАЗНАЧЕНИЯ ПРОЧИЕ";"638869345";
"01.08.01.01.02";"ТОВАРЫ ДЛЯ ХРАНЕНИЯ И ПЕРЕНОСКИ СПОРТИВНОГО ИНВЕНТАРЯ И СНАРЯЖЕНИЯ";"638869347";
"01.08.01.01.08";"ТОВАРЫ ДЛЯ ОБЩЕФИЗИЧЕСКОЙ ПОДГОТОВКИ";"638869349";
"01.08.01.03";"СПОРТИВНОЕ ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ФИГУРНОГО КАТАНИЯ";"638869351";
"01.08.01.11";"ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ГАНДБОЛА";"638869355";
"01.08.01.23";"ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ БЕЙСБОЛА И СОФТБОЛА";"638869357";
"01.08.01.29";"ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ БОБСЛЕЯ, СКЕЛЕТОНА";"638869359";
"01.08.02.08";"СПОРТИВНАЯ ЭКИПИРОВКА ДЛЯ ФЕХТОВАНИЯ";"638869365";
"01.08.02.11";"СПОРТИВНАЯ ЭКИПИРОВКА ДЛЯ ВОДНЫХ ВИДОВ СПОРТА";"638869367";
"01.08.02.27";"СПОРТИВНАЯ ЭКИПИРОВКА ДЛЯ СКАЛОЛАЗАНИЯ";"638869369";
"01.09.01.01";"АВТОМОБИЛИ ЛЕГКОВЫЕ";"638869373";
"01.09.08";"ЗАПАСНЫЕ ЧАСТИ ДЛЯ ТРАНСПОРТНЫХ СРЕДСТВ";"638869383";
"01.09.08.01";"ЗАПАСНЫЕ ЧАСТИ ДЛЯ АВТОТРАНСПОРТА";"638869385";
"01.09.08.06";"ПРИНАДЛЕЖНОСТИ ДЛЯ ВОДНОГО ТРАНСПОРТА";"638869387";
"01.09.08.07";"ЗАПАСНЫЕ ЧАСТИ ДЛЯ ВОЗДУШНЫХ СУДОВ";"638869390";
"01.09.08.08";"ПРИНАДЛЕЖНОСТИ ДЛЯ ВОЗДУШНОГО ТРАНСПОРТА";"638869392";
"01.09.09.01";"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АВТОТРАНСПОРТА";"638869394";
"01.10.01.01.03";"ГАЗ ТОПЛИВНЫЙ";"638869396";
"01.10.02.04";"ЖИДКОСТИ ДЛЯ ОМЫВАТЕЛЕЙ СТЕКЛА";"638869398";
"01.01.01.11";"МАКАРОНЫ, ЛАПША И АНАЛОГИЧНЫЕ МУЧНЫЕ ИЗДЕЛИЯ";"638869404";
"01.01.01.12.01.03";"МАСЛО СОЕВОЕ";"638869406";
"01.01.01.19.01.03";"ЧАЙ ЗЕЛЕНЫЙ (НЕФЕРМЕНТИРОВАННЫЙ)";"638869410";
"01.01.02.02.02";"ЛУК-ПОРЕЙ";"638869412";
"01.01.02.04";"ПЕТРУШКА";"638869414";
"01.01.02.06.02";"КАПУСТА КРАСНОКОЧАННАЯ";"638869416";
"01.01.02.07";"БАКЛАЖАНЫ";"638869418";
"01.01.05.01";"ГРИБЫ ТЕПЛИЧНЫЕ";"638869420";
"01.01.02.08";"СВЕКЛА СТОЛОВАЯ";"638869421";
"01.01.06.01";"ХЛЕБ";"638869424";
"01.01.02.15";"РЕПА";"638869425";
"01.01.07.20";"РЕЗИНКА ЖЕВАТЕЛЬНАЯ";"638869432";
"01.01.02.25";"ПАТИССОНЫ";"638869433";
"01.01.03.07";"МАНДАРИНЫ";"638869437";
"01.01.03.08";"ПЕРСИКИ";"638869440";
"01.01.04.02";"ВИНОГРАД";"638869444";
"01.01.09.01.01";"ЯЙЦА КУРИНЫЕ В СКОРЛУПЕ СВЕЖИЕ";"638869445";
"01.01.04.04";"КЛУБНИКА, ЗЕМЛЯНИКА";"638869447";
"01.01.09.01.02";"ЯЙЦА ПЕРЕПЕЛИНЫЕ";"638869450";
"01.01.04.06";"СМОРОДИНА";"638869451";
"01.01.10.01";"МОЛОКО";"638869454";
"01.01.05";"ГРИБЫ";"638869455";
"01.01.10.01.04";"МОЛОКО СГУЩЕННОЕ, МОЛОКО СГУЩЕННОЕ С САХАРОМ ВАРЕНОЕ";"638869458";
"01.10.05.02.03.03";"ЛАМПЫ ГАЛОГЕННЫЕ";"638869462";
"01.10.05.02.03.02.03";"ЛАМПЫ МЕТАЛЛОГАЛОГЕННЫЕ";"638869464";
"01.11.01.04.04";"БИДЕ";"638869470";
"01.11.01.04.09";"ПОДДОНЫ ДЛЯ ДУШЕВЫХ КОМНАТ";"638869472";
"01.11.01.08.01";"ТРАНСФОРМАТОРЫ ЭЛЕКТРИЧЕСКИЕ (КРОМЕ СВАРОЧНЫХ)";"638869474";
"01.11.02.01.11";"ПИЛЫ ЦИРКУЛЯРНЫЕ";"638869476";
"01.11.02.02.05";"ИНСТРУМЕНТ РУЧНОЙ ДЛЯ СТЕКОЛЬНЫХ РАБОТ";"638869478";
"01.11.02.09.06";"ЦЕПИ ДЛЯ ЭЛЕКТРО- И БЕНЗОПИЛ";"638869480";
"01.01.10.03.01";"ТВОРОГ";"638869482";
"01.01.10.06";"СЫРЫ";"638869484";
"01.01.11.04.01";"КОНСЕРВЫ РЫБНЫЕ НАТУРАЛЬНЫЕ";"638869490";
"01.11.03.05";"МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ, ПОКРЫТИЯ НАНОСИМЫЕ (КРОМЕ ОГНЕЗАЩИТНЫХ)";"638869494";
"01.11.03.05.13";"ПОКРЫТИЯ ЗАЩИТНЫЕ ДЛЯ ПОЛА";"638869496";
"01.11.03.08";"МАТЕРИАЛЫ ДЛЯ ДОРОЖНОГО СТРОИТЕЛЬСТВА";"638869498";
"01.11.03.08.03";"ПОКРЫТИЯ ДОРОЖНЫЕ ПОЛИМЕРНЫЕ";"638869500";
"01.11.03.09.03";"МАТЕРИАЛЫ ЗВУКОИЗОЛЯЦИОННЫЕ";"638869502";
"01.11.03.14";"МАТЕРИАЛЫ АРМИРУЮЩИЕ";"638869508";
"01.11.04.01.01";"ДВЕРИ";"638869510";
"01.11.04.02.01.02";"БЛОКИ ОКОННЫЕ ДЕРЕВЯННЫЕ";"638869512";
"01.11.04.07";"ЛЕСТНИЦЫ И ИХ ЭЛЕМЕНТЫ";"638869514";
"01.11.05";"МАТЕРИАЛЫ И КОНСТРУКЦИИ СТРОИТЕЛЬНЫЕ, КРОМЕ БЫСТРОВОЗВОДИМЫХ";"638869516";
"01.11.05.08";"МАТЕРИАЛЫ И КОНСТРУКЦИИ СТРОИТЕЛЬНЫЕ ИЗ МЕТАЛЛА (КРОМЕ СТЕНОВЫХ)";"638869518";
"01.11.06";"ТРУБЫ И ДЕТАЛИ ТРУБОПРОВОДОВ";"638869520";
"01.01.13.07";"ТВОРОГ ДЛЯ ДЕТСКОГО ПИТАНИЯ ДЛЯ РАЗДАЧИ ЧЕРЕЗ МОЛОЧНО-РАЗДАТОЧНЫЕ ПУНКТЫ";"638869522";
"01.01.14.03";"ВОДА ДИСТИЛЛИРОВАННАЯ";"638869524";
"01.01.15.08.06";"ВИНА ИГРИСТЫЕ";"638869530";
"01.01.16.06";"ПОЛУФАБРИКАТЫ ИЗ МЯСА И СУБПРОДУКТОВ ПТИЦЫ";"638869535";
"01.01.19";"СМЕСИ ПИЩЕВЫЕ";"638869538";
"01.11.08";"МАТЕРИАЛЫ И КОНСТРУКЦИИ ОГНЕЗАЩИТНЫЕ";"638869558";
"01.11.09.03.01";"СТРЕМЯНКИ, ЛЕСТНИЦЫ ПЕРЕНОСНЫЕ";"638869560";
"01.12";"СПЕЦТЕХНИКА ДОРОЖНАЯ, КОММУНАЛЬНАЯ И ЛЕСОТЕХНИЧЕСКАЯ, РЕАГЕНТЫ ПРОТИВОГОЛОЛЕДНЫЕ, ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ЖКХ";"638869562";
"01.12.03.03";"СПЕЦТЕХНИКА ЛЕСОПОЖАРНАЯ";"638869579";
"01.13.01.01.02";"АРМ СТАЦИОНАРНЫЕ МОДУЛЬНЫЕ СПЕЦИАЛИЗИРОВАННЫЕ";"638869583";
"01.13.01.02";"АВТОМАТИЗИРОВАННЫЕ РАБОЧИЕ МЕСТА МОБИЛЬНЫЕ";"638869585";
"01.13.02.01";"КОМПЬЮТЕРЫ ПЛАНШЕТНЫЕ (ПЛАНШЕТЫ)";"638869587";
"01.13.03.99";"ОБОРУДОВАНИЕ СЕРВЕРНОЕ ПРОЧЕЕ";"638869589";
"01.13.04";"УСТРОЙСТВА ПЕРИФЕРИЙНЫЕ";"638869591";
"01.13.04.01.02";"ПАНЕЛИ";"638869593";
"01.13.04.01.02.02";"ПАНЕЛИ ПЛАЗМЕННЫЕ";"638869595";
"01.13.04.01.02.03";"ПАНЕЛИ МНЕМОНИЧЕСКИЕ";"638869597";
"01.13.04.04.01";"КЛАВИАТУРА";"638869599";
"01.13.04.99.02";"КОНЦЕНТРАТОРЫ USB";"638869601";
"01.13.04.99.03";"КАРТРИДЕРЫ";"638869604";
"01.13.05.03";"СИСТЕМЫ ХРАНЕНИЯ ДАННЫХ ЛЕНТОЧНЫЕ";"638869606";
"01.13.07.05";"СИСТЕМЫ ЭЛЕКТРОПИТАНИЯ";"638869659";
"01.13.09.07.02";"РАДИОПРИЕМНИКИ ЦИФРОВЫЕ";"638869668";
"01.13.09.99";"СРЕДСТВА И СИСТЕМЫ СВЯЗИ ПРОЧИЕ";"638869670";
"01.13.09.99.04.02";"УСТРОЙСТВА БЛОКИРОВАНИЯ СОТОВОЙ СВЯЗИ";"638869672";
"01.13.11.01.03";"УСТРОЙСТВА БРОШЮРОВОЧНЫЕ И ПЕРЕПЛЕТНЫЕ";"638869674";
"01.13.11.01.04";"ЛАМИНАТОРЫ";"638869676";
"01.13.11.03.02";"ВИДЕОКАМЕРЫ";"638869678";
"01.13.11.03.04.03";"ОБЪЕКТИВЫ СМЕННЫЕ К ФОТОАППАРАТАМ";"638869680";
"01.13.11.03.06";"МЕДИАПЛЕЕРЫ";"638869682";
"01.13.12.03.04";"ДЕТЕКТОРЫ ЦЕННЫХ БУМАГ";"638869684";
"01.13.12.06.01.01";"ЭКРАНЫ МЕЖСЕТЕВЫЕ АППАРАТНЫЕ";"638869686";
"01.13.14.03";"РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ УСТРОЙСТВ БРОШЮРОВОЧНЫХ И ПЕРЕПЛЕТНЫХ";"638869718";
"01.11.02.02.07.01";"КЛЮЧИ ГАЕЧНЫЕ";"638869720";
"01.13.17.11";"СИСТЕМЫ ОХЛАЖДЕНИЯ ПРОЦЕССОРА";"638869726";
"01.13.17.12";"ВЕНТИЛЯТОРЫ ОХЛАЖДЕНИЯ КОРПУСНЫЕ";"638869728";
"01.14.04";"КАРТЫ";"638869762";
"01.15.01.99";"БУМАГА ПРОЧАЯ";"638869764";
"01.15.02";"БУМАЖНАЯ ПРОДУКЦИЯ";"638869767";
"01.15.02.08";"ДИПЛОМЫ, ГРАМОТЫ, ОТКРЫТКИ (КРОМЕ ПОЧТОВЫХ)";"638869769";
"01.20.07";"ПРИНАДЛЕЖНОСТИ И ИНВЕНТАРЬ БЫТОВЫЕ";"638869855";
"01.20.10";"РАСХОДНЫЕ МАТЕРИАЛЫ, КОМПЛЕКТУЮЩИЕ, ЗАПАСНЫЕ ЧАСТИ К ТОВАРАМ ХОЗЯЙСТВЕННЫМ, ТЕХНИКЕ БЫТОВОЙ";"638869861";
"01.22.03";"ПОМЕЩЕНИЯ";"638869865";
"01.23";"ЭЛЕМЕНТЫ БЛАГОУСТРОЙСТВА";"638869867";
"01.24.99.01";"ПОКРЫВАЛА";"638869869";
"01.25";"ОБОРУДОВАНИЕ ПРОИЗВОДСТВЕННОЕ И ТЕХНОЛОГИЧЕСКОЕ";"638869871";
"01.25.03.01.03";"МАШИНЫ СУШИЛЬНО-ГЛАДИЛЬНЫЕ ПРОФЕССИОНАЛЬНЫЕ";"638869873";
"01.25.03.01.04";"ТРАНСПОРТЕРЫ ДЛЯ БЕЛЬЯ";"638869875";
"02.02.01.03.02";"РАЗРАБОТКА ПСД НА ИНФРАСТРУКТУРНЫЕ ОБЪЕКТЫ";"638869886";
"02.02.03.02";"ОПРЕДЕЛЕНИЕ ГРАНИЦ КУЛЬТУРНОГО СЛОЯ";"638869888";
"02.02.05";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ";"638869890";
"01.10.04.02";"ЭЛЕМЕНТЫ ПИТАНИЯ (БАТАРЕЙКИ)";"638869892";
"01.12.01.18";"ТЕРМОСЫ ДЛЯ ДОРОЖНЫХ РАБОТ";"638869894";
"01.15.05.02.05";"ДЫРОКОЛЫ";"638869896";
"02.02.05.01.06";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОБСЛУЖИВАНИЯ ПАССАЖИРОВ";"638869898";
"02.02.05.02";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ";"638869900";
"02.02.05.02.05";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ, ПРАКТИЧЕСКИХ МЕДИЦИНСКИХ ЦЕНТРОВ";"638869902";
"02.02.05.03";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ВОСПИТАНИЯ И ОБУЧЕНИЯ";"638869904";
"02.02.05.03.05";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ И ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБУЧЕНИЯ";"638869906";
"02.02.05.06";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ";"638869912";
"02.02.05.06.01";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ЭЛЕКТРОСНАБЖЕНИЯ";"638869914";
"02.02.05.06.04";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ КОЛЛЕКТОРНОГО ХОЗЯЙСТВА ГОРОДА МОСКВЫ";"638869916";
"02.02.05.07.07";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО КУЛЬТУРНО-ЗРЕЛИЩНЫМ ОБЪЕКТАМ";"638869918";
"02.02.05.09.01";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ РИТУАЛЬНОГО НАЗНАЧЕНИЯ";"638869920";
"02.02.05.10.01";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ И ОХРАНЫ ПРАВОПОРЯДКА";"638869922";
"02.02.05.11";"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОХРАНЫ И ПОВЫШЕНИЯ КАЧЕСТВА ОКРУЖАЮЩЕЙ СРЕДЫ";"638869926";
